Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
33,38,6,6,28,33,12,Train/12/00012_00032_00009.png
39,43,6,5,34,38,12,Train/12/00012_00032_00011.png
40,44,6,6,35,39,12,Train/12/00012_00032_00012.png
44,44,6,5,39,39,12,Train/12/00012_00032_00014.png
72,81,7,7,66,74,12,Train/12/00012_00032_00026.png
35,42,5,5,30,37,12,Train/12/00012_00033_00000.png
37,42,6,5,32,37,12,Train/12/00012_00033_00001.png
37,41,6,6,32,36,12,Train/12/00012_00033_00003.png
37,41,5,6,32,36,12,Train/12/00012_00033_00005.png
40,45,6,5,35,40,12,Train/12/00012_00033_00007.png
43,48,6,6,38,43,12,Train/12/00012_00033_00012.png
51,58,6,5,46,53,12,Train/12/00012_00033_00019.png
51,60,6,5,46,55,12,Train/12/00012_00033_00020.png
57,61,6,5,52,56,12,Train/12/00012_00033_00022.png
65,72,6,7,60,66,12,Train/12/00012_00033_00026.png
51,51,5,5,46,46,12,Train/12/00012_00034_00000.png
53,53,6,6,47,47,12,Train/12/00012_00034_00001.png
70,72,6,7,64,65,12,Train/12/00012_00034_00013.png
84,84,7,7,77,77,12,Train/12/00012_00034_00016.png
94,93,8,9,86,85,12,Train/12/00012_00034_00019.png
100,96,8,8,92,88,12,Train/12/00012_00034_00021.png
107,96,10,8,98,88,12,Train/12/00012_00034_00023.png
35,36,5,5,30,31,12,Train/12/00012_00035_00002.png
35,37,5,6,30,32,12,Train/12/00012_00035_00004.png
41,40,6,5,36,35,12,Train/12/00012_00035_00009.png
39,39,5,5,34,34,12,Train/12/00012_00035_00011.png
41,43,5,6,36,38,12,Train/12/00012_00035_00012.png
46,45,6,5,41,40,12,Train/12/00012_00035_00015.png
48,48,6,5,43,43,12,Train/12/00012_00035_00019.png
62,64,5,6,57,59,12,Train/12/00012_00035_00029.png
40,41,5,6,35,36,12,Train/12/00012_00036_00005.png
43,42,6,5,38,37,12,Train/12/00012_00036_00008.png
50,49,6,5,45,44,12,Train/12/00012_00036_00013.png
59,59,6,6,54,54,12,Train/12/00012_00036_00017.png
64,64,5,5,59,59,12,Train/12/00012_00036_00019.png
76,76,6,6,70,70,12,Train/12/00012_00036_00022.png
82,82,8,8,75,75,12,Train/12/00012_00036_00023.png
100,99,9,8,92,91,12,Train/12/00012_00036_00025.png
129,129,12,12,118,118,12,Train/12/00012_00036_00027.png
40,41,5,6,35,36,12,Train/12/00012_00037_00002.png
46,45,6,5,41,40,12,Train/12/00012_00037_00006.png
50,51,5,6,45,46,12,Train/12/00012_00037_00010.png
54,53,6,5,49,48,12,Train/12/00012_00037_00011.png
64,64,5,5,59,59,12,Train/12/00012_00037_00017.png
84,85,7,8,77,78,12,Train/12/00012_00037_00022.png
130,131,11,12,119,120,12,Train/12/00012_00037_00028.png
34,35,5,6,29,30,12,Train/12/00012_00038_00005.png
40,40,6,6,35,35,12,Train/12/00012_00038_00009.png
43,43,6,6,38,38,12,Train/12/00012_00038_00013.png
46,47,5,6,41,42,12,Train/12/00012_00038_00016.png
44,44,5,5,39,39,12,Train/12/00012_00039_00009.png
50,50,5,5,45,45,12,Train/12/00012_00039_00014.png
50,51,5,6,45,46,12,Train/12/00012_00039_00015.png
54,54,5,5,49,49,12,Train/12/00012_00039_00017.png
60,60,6,6,55,55,12,Train/12/00012_00039_00019.png
70,69,7,6,64,63,12,Train/12/00012_00039_00021.png
75,74,7,6,69,68,12,Train/12/00012_00039_00023.png
111,111,9,9,102,102,12,Train/12/00012_00039_00027.png
40,40,6,6,35,35,12,Train/12/00012_00040_00004.png
40,40,5,5,35,35,12,Train/12/00012_00040_00006.png
44,44,5,5,39,39,12,Train/12/00012_00040_00011.png
49,49,5,5,44,44,12,Train/12/00012_00040_00014.png
51,51,5,5,46,46,12,Train/12/00012_00040_00015.png
57,56,6,5,52,51,12,Train/12/00012_00040_00018.png
72,71,7,6,66,65,12,Train/12/00012_00040_00022.png
29,29,5,5,24,24,12,Train/12/00012_00041_00003.png
30,30,5,5,25,25,12,Train/12/00012_00041_00005.png
32,32,6,6,27,27,12,Train/12/00012_00041_00011.png
34,35,5,6,29,30,12,Train/12/00012_00041_00013.png
34,35,5,6,29,30,12,Train/12/00012_00041_00014.png
34,34,5,5,29,29,12,Train/12/00012_00041_00016.png
40,41,5,6,35,36,12,Train/12/00012_00041_00020.png
58,58,5,5,53,53,12,Train/12/00012_00041_00025.png
77,76,7,6,71,70,12,Train/12/00012_00041_00027.png
57,58,5,6,52,53,12,Train/12/00012_00042_00003.png
61,61,6,6,56,56,12,Train/12/00012_00042_00006.png
70,71,6,7,64,65,12,Train/12/00012_00042_00011.png
82,81,8,7,75,74,12,Train/12/00012_00042_00016.png
82,81,8,7,75,74,12,Train/12/00012_00042_00017.png
104,104,9,9,95,95,12,Train/12/00012_00042_00023.png
30,29,6,5,25,24,12,Train/12/00012_00043_00006.png
32,31,6,5,27,26,12,Train/12/00012_00043_00012.png
41,41,5,5,36,36,12,Train/12/00012_00043_00020.png
63,63,5,5,58,58,12,Train/12/00012_00043_00025.png
103,104,9,10,94,95,12,Train/12/00012_00043_00028.png
33,33,6,6,28,28,12,Train/12/00012_00044_00001.png
38,38,5,5,33,33,12,Train/12/00012_00044_00010.png
39,38,6,5,34,33,12,Train/12/00012_00044_00011.png
44,45,5,6,39,40,12,Train/12/00012_00044_00016.png
68,68,6,6,62,62,12,Train/12/00012_00044_00023.png
152,152,14,14,139,139,12,Train/12/00012_00044_00029.png
42,42,6,6,37,37,12,Train/12/00012_00045_00006.png
59,61,5,5,54,56,12,Train/12/00012_00045_00014.png
71,73,7,6,65,67,12,Train/12/00012_00045_00020.png
71,73,6,6,65,67,12,Train/12/00012_00045_00026.png
72,75,6,7,66,69,12,Train/12/00012_00045_00027.png
80,80,7,8,73,73,12,Train/12/00012_00045_00029.png
27,31,5,6,22,26,12,Train/12/00012_00046_00000.png
31,32,5,5,26,27,12,Train/12/00012_00046_00002.png
30,33,5,6,25,28,12,Train/12/00012_00046_00004.png
30,35,5,6,25,30,12,Train/12/00012_00046_00005.png
32,36,5,5,27,31,12,Train/12/00012_00046_00007.png
34,35,6,5,29,30,12,Train/12/00012_00046_00009.png
43,46,5,6,38,41,12,Train/12/00012_00046_00018.png
48,48,5,5,43,43,12,Train/12/00012_00046_00021.png
47,49,6,6,42,44,12,Train/12/00012_00046_00022.png
41,44,6,5,36,38,12,Train/12/00012_00047_00004.png
49,50,6,5,43,45,12,Train/12/00012_00047_00011.png
82,83,8,7,75,76,12,Train/12/00012_00047_00021.png
86,87,8,7,78,79,12,Train/12/00012_00047_00022.png
112,115,10,10,103,105,12,Train/12/00012_00047_00025.png
41,42,6,5,35,37,12,Train/12/00012_00048_00005.png
53,54,6,5,47,49,12,Train/12/00012_00048_00015.png
60,62,6,6,55,57,12,Train/12/00012_00048_00018.png
31,30,6,5,26,25,12,Train/12/00012_00049_00001.png
34,35,5,6,29,30,12,Train/12/00012_00049_00008.png
37,38,5,6,31,32,12,Train/12/00012_00049_00011.png
38,37,6,5,33,32,12,Train/12/00012_00049_00012.png
39,39,6,6,34,34,12,Train/12/00012_00049_00014.png
45,47,5,5,40,41,12,Train/12/00012_00049_00021.png
53,55,5,6,47,49,12,Train/12/00012_00049_00024.png
54,56,5,6,49,51,12,Train/12/00012_00049_00025.png
30,31,5,6,25,26,12,Train/12/00012_00050_00000.png
37,38,5,6,32,33,12,Train/12/00012_00050_00009.png
40,39,6,5,35,34,12,Train/12/00012_00050_00012.png
42,42,6,6,37,37,12,Train/12/00012_00050_00013.png
55,57,6,6,49,51,12,Train/12/00012_00050_00020.png
63,62,6,6,57,56,12,Train/12/00012_00050_00022.png
68,72,6,6,61,65,12,Train/12/00012_00050_00024.png
88,91,7,8,81,83,12,Train/12/00012_00050_00027.png
33,34,5,6,28,29,12,Train/12/00012_00051_00001.png
35,36,6,6,30,31,12,Train/12/00012_00051_00007.png
36,36,5,5,31,31,12,Train/12/00012_00051_00009.png
37,37,6,6,32,32,12,Train/12/00012_00051_00013.png
40,41,5,6,35,36,12,Train/12/00012_00051_00015.png
42,41,5,6,37,36,12,Train/12/00012_00051_00017.png
56,57,6,6,51,52,12,Train/12/00012_00051_00027.png
89,89,8,8,82,82,12,Train/12/00012_00052_00000.png
89,88,8,8,81,81,12,Train/12/00012_00052_00001.png
98,97,8,8,90,89,12,Train/12/00012_00052_00007.png
111,108,9,9,102,99,12,Train/12/00012_00052_00013.png
116,113,10,10,106,104,12,Train/12/00012_00052_00015.png
117,116,11,10,106,106,12,Train/12/00012_00052_00016.png
131,134,11,12,120,122,12,Train/12/00012_00052_00021.png
134,136,12,12,123,125,12,Train/12/00012_00052_00022.png
155,156,13,13,142,143,12,Train/12/00012_00052_00026.png
166,168,14,14,152,154,12,Train/12/00012_00052_00029.png
41,36,5,5,36,31,12,Train/12/00012_00053_00000.png
42,37,6,6,37,32,12,Train/12/00012_00053_00001.png
43,39,5,5,38,33,12,Train/12/00012_00053_00004.png
44,40,5,6,39,35,12,Train/12/00012_00053_00005.png
48,42,6,6,43,37,12,Train/12/00012_00053_00009.png
50,44,6,6,45,39,12,Train/12/00012_00053_00012.png
61,52,6,5,56,47,12,Train/12/00012_00053_00018.png
68,57,6,5,62,52,12,Train/12/00012_00053_00021.png
74,60,7,6,68,55,12,Train/12/00012_00053_00023.png
99,85,9,8,91,78,12,Train/12/00012_00053_00029.png
32,31,6,5,27,26,12,Train/12/00012_00054_00000.png
35,35,6,6,30,30,12,Train/12/00012_00054_00003.png
34,34,5,5,29,29,12,Train/12/00012_00054_00004.png
36,36,6,5,30,30,12,Train/12/00012_00054_00006.png
60,58,5,5,55,53,12,Train/12/00012_00054_00022.png
94,94,8,8,86,85,12,Train/12/00012_00054_00028.png
31,31,5,5,26,26,12,Train/12/00012_00055_00002.png
34,32,6,5,28,27,12,Train/12/00012_00055_00003.png
36,35,6,5,31,30,12,Train/12/00012_00055_00008.png
41,41,5,5,35,35,12,Train/12/00012_00055_00012.png
57,59,5,6,52,54,12,Train/12/00012_00055_00021.png
60,61,6,6,55,56,12,Train/12/00012_00055_00022.png
63,64,5,5,58,59,12,Train/12/00012_00055_00023.png
70,69,6,6,63,63,12,Train/12/00012_00055_00024.png
40,40,6,5,35,35,12,Train/12/00012_00056_00000.png
41,41,6,6,36,35,12,Train/12/00012_00056_00004.png
43,42,6,5,37,36,12,Train/12/00012_00056_00010.png
46,46,6,6,41,41,12,Train/12/00012_00056_00013.png
57,57,6,6,51,51,12,Train/12/00012_00056_00021.png
69,70,7,6,62,63,12,Train/12/00012_00056_00025.png
44,44,6,5,39,39,12,Train/12/00012_00057_00004.png
44,44,6,5,39,39,12,Train/12/00012_00057_00005.png
44,46,5,6,38,41,12,Train/12/00012_00057_00007.png
44,46,5,5,39,41,12,Train/12/00012_00057_00008.png
45,47,6,5,40,41,12,Train/12/00012_00057_00009.png
46,48,6,6,41,43,12,Train/12/00012_00057_00013.png
50,51,6,6,45,46,12,Train/12/00012_00057_00024.png
48,51,5,6,43,46,12,Train/12/00012_00057_00026.png
49,51,5,5,44,46,12,Train/12/00012_00057_00027.png
48,53,5,6,45,48,12,Train/12/00012_00057_00029.png
38,37,5,5,33,32,12,Train/12/00012_00058_00000.png
39,38,5,5,34,33,12,Train/12/00012_00058_00003.png
43,39,6,6,38,34,12,Train/12/00012_00058_00004.png
43,40,6,5,38,35,12,Train/12/00012_00058_00005.png
44,43,5,6,39,37,12,Train/12/00012_00058_00008.png
47,44,6,5,42,38,12,Train/12/00012_00058_00010.png
29,30,6,6,24,25,12,Train/12/00012_00059_00001.png
35,35,6,6,30,30,12,Train/12/00012_00059_00009.png
35,35,5,5,30,30,12,Train/12/00012_00059_00011.png
40,38,6,5,34,33,12,Train/12/00012_00059_00015.png
40,41,5,6,35,36,12,Train/12/00012_00059_00016.png
67,67,6,6,61,61,12,Train/12/00012_00059_00025.png
43,42,6,5,38,37,12,Train/12/00012_00060_00002.png
43,42,6,5,38,37,12,Train/12/00012_00060_00004.png
44,45,5,6,39,40,12,Train/12/00012_00060_00006.png
44,45,5,6,39,40,12,Train/12/00012_00060_00008.png
52,52,5,5,47,47,12,Train/12/00012_00060_00016.png
55,55,6,6,50,50,12,Train/12/00012_00060_00017.png
70,70,6,6,64,64,12,Train/12/00012_00060_00025.png
38,43,5,6,33,38,12,Train/12/00012_00061_00004.png
45,47,6,6,40,42,12,Train/12/00012_00061_00010.png
47,49,5,5,42,44,12,Train/12/00012_00061_00013.png
51,53,5,5,46,48,12,Train/12/00012_00061_00019.png
54,57,5,6,49,52,12,Train/12/00012_00061_00020.png
65,67,6,6,60,61,12,Train/12/00012_00061_00023.png
86,86,7,7,79,79,12,Train/12/00012_00061_00027.png
94,93,9,8,86,85,12,Train/12/00012_00061_00029.png
39,38,6,5,34,33,12,Train/12/00012_00062_00001.png
38,38,5,5,33,33,12,Train/12/00012_00062_00002.png
39,40,5,6,34,35,12,Train/12/00012_00062_00010.png
44,44,5,5,39,39,12,Train/12/00012_00062_00014.png
49,49,5,5,44,44,12,Train/12/00012_00062_00017.png
50,50,5,5,45,45,12,Train/12/00012_00062_00018.png
53,53,6,6,48,48,12,Train/12/00012_00062_00019.png
56,57,5,6,51,52,12,Train/12/00012_00062_00020.png
93,92,9,8,85,84,12,Train/12/00012_00062_00025.png
28,28,6,5,23,23,12,Train/12/00012_00063_00004.png
28,28,6,5,23,23,12,Train/12/00012_00063_00005.png
30,31,5,5,25,26,12,Train/12/00012_00063_00007.png
35,37,5,5,30,32,12,Train/12/00012_00063_00013.png
38,41,5,6,33,36,12,Train/12/00012_00063_00016.png
44,45,6,5,39,40,12,Train/12/00012_00063_00019.png
50,53,5,6,45,48,12,Train/12/00012_00063_00022.png
59,62,6,6,54,57,12,Train/12/00012_00063_00024.png
64,69,5,6,59,63,12,Train/12/00012_00063_00025.png
33,37,6,6,28,32,12,Train/12/00012_00064_00010.png
35,40,5,6,30,35,12,Train/12/00012_00064_00011.png
49,52,5,5,44,47,12,Train/12/00012_00064_00019.png
52,55,5,5,47,50,12,Train/12/00012_00064_00020.png
77,82,7,8,71,75,12,Train/12/00012_00064_00024.png
168,178,15,15,154,163,12,Train/12/00012_00064_00029.png
39,41,5,5,34,36,12,Train/12/00012_00065_00000.png
42,44,6,5,37,38,12,Train/12/00012_00065_00002.png
42,44,6,5,37,39,12,Train/12/00012_00065_00003.png
49,51,5,6,44,46,12,Train/12/00012_00065_00009.png
54,54,6,5,49,49,12,Train/12/00012_00065_00010.png
54,56,5,6,49,51,12,Train/12/00012_00065_00011.png
56,57,6,6,51,52,12,Train/12/00012_00065_00013.png
80,81,7,7,73,74,12,Train/12/00012_00065_00023.png
87,86,8,8,80,79,12,Train/12/00012_00065_00024.png
118,116,10,11,108,106,12,Train/12/00012_00065_00029.png
38,44,5,6,33,39,12,Train/12/00012_00066_00003.png
41,47,5,6,36,42,12,Train/12/00012_00066_00009.png
45,49,6,5,40,44,12,Train/12/00012_00066_00013.png
33,33,6,5,28,28,12,Train/12/00012_00067_00000.png
34,35,6,6,29,30,12,Train/12/00012_00067_00004.png
35,35,5,5,30,30,12,Train/12/00012_00067_00006.png
37,36,5,5,32,31,12,Train/12/00012_00067_00007.png
39,35,6,5,34,30,12,Train/12/00012_00067_00008.png
39,38,5,5,34,33,12,Train/12/00012_00067_00010.png
46,45,5,5,41,40,12,Train/12/00012_00067_00015.png
48,46,6,5,43,41,12,Train/12/00012_00067_00016.png
48,47,6,6,43,42,12,Train/12/00012_00067_00017.png
57,52,6,5,52,47,12,Train/12/00012_00067_00020.png
63,63,5,6,58,58,12,Train/12/00012_00067_00023.png
88,83,7,8,81,76,12,Train/12/00012_00067_00028.png
93,87,8,8,85,80,12,Train/12/00012_00067_00029.png
34,34,6,5,29,29,12,Train/12/00012_00068_00005.png
34,35,6,6,29,30,12,Train/12/00012_00068_00006.png
37,36,5,6,32,31,12,Train/12/00012_00068_00017.png
37,38,5,6,32,33,12,Train/12/00012_00068_00018.png
44,42,5,5,39,37,12,Train/12/00012_00068_00021.png
55,52,6,6,50,47,12,Train/12/00012_00068_00025.png
69,67,6,6,63,61,12,Train/12/00012_00068_00027.png
49,47,6,5,44,42,12,Train/12/00012_00069_00000.png
49,48,6,6,44,43,12,Train/12/00012_00069_00001.png
52,54,5,6,47,49,12,Train/12/00012_00069_00006.png
53,54,6,6,48,49,12,Train/12/00012_00069_00007.png
54,53,5,5,49,48,12,Train/12/00012_00069_00009.png
57,57,6,5,52,52,12,Train/12/00012_00069_00010.png
56,58,5,6,51,53,12,Train/12/00012_00069_00011.png
63,68,6,7,58,62,12,Train/12/00012_00069_00017.png
81,84,8,8,74,77,12,Train/12/00012_00069_00025.png
29,30,5,6,24,25,13,Train/13/00013_00000_00007.png
33,31,6,5,28,26,13,Train/13/00013_00000_00009.png
35,33,5,5,29,28,13,Train/13/00013_00000_00010.png
53,51,6,6,48,46,13,Train/13/00013_00000_00020.png
55,51,6,6,49,46,13,Train/13/00013_00000_00021.png
56,53,6,6,51,48,13,Train/13/00013_00000_00022.png
28,30,6,5,23,25,13,Train/13/00013_00001_00003.png
32,32,6,6,27,27,13,Train/13/00013_00001_00005.png
33,35,5,5,28,29,13,Train/13/00013_00001_00009.png
40,41,5,5,35,36,13,Train/13/00013_00001_00012.png
53,52,5,5,47,46,13,Train/13/00013_00001_00018.png
86,84,7,8,79,77,13,Train/13/00013_00001_00025.png
106,98,9,8,96,89,13,Train/13/00013_00001_00027.png
131,118,12,10,120,108,13,Train/13/00013_00001_00029.png
41,39,6,6,35,34,13,Train/13/00013_00002_00005.png
41,39,5,5,36,34,13,Train/13/00013_00002_00006.png
42,39,6,5,37,33,13,Train/13/00013_00002_00008.png
42,39,6,6,37,34,13,Train/13/00013_00002_00009.png
45,44,6,5,40,39,13,Train/13/00013_00002_00012.png
49,51,5,6,44,45,13,Train/13/00013_00002_00018.png
51,52,5,6,46,47,13,Train/13/00013_00002_00019.png
58,59,5,6,52,54,13,Train/13/00013_00002_00023.png
75,80,7,7,69,72,13,Train/13/00013_00002_00029.png
26,26,6,5,21,21,13,Train/13/00013_00003_00000.png
30,30,6,5,25,25,13,Train/13/00013_00003_00004.png
35,38,5,5,30,32,13,Train/13/00013_00003_00008.png
43,42,6,5,38,37,13,Train/13/00013_00003_00011.png
81,73,8,6,74,66,13,Train/13/00013_00003_00018.png
97,89,8,7,89,81,13,Train/13/00013_00003_00021.png
106,95,9,8,97,87,13,Train/13/00013_00003_00022.png
144,129,12,11,132,118,13,Train/13/00013_00003_00026.png
190,168,16,14,173,154,13,Train/13/00013_00003_00028.png
224,201,19,18,205,184,13,Train/13/00013_00003_00029.png
30,27,5,6,25,22,13,Train/13/00013_00004_00001.png
33,29,5,6,28,24,13,Train/13/00013_00004_00006.png
34,32,5,6,29,27,13,Train/13/00013_00004_00009.png
44,40,6,6,39,35,13,Train/13/00013_00004_00016.png
51,47,5,6,46,41,13,Train/13/00013_00004_00019.png
60,52,6,6,55,47,13,Train/13/00013_00004_00021.png
94,81,9,7,86,74,13,Train/13/00013_00004_00026.png
30,30,5,5,24,25,13,Train/13/00013_00005_00005.png
36,35,6,5,31,30,13,Train/13/00013_00005_00011.png
38,37,5,6,33,32,13,Train/13/00013_00005_00013.png
41,39,5,6,36,34,13,Train/13/00013_00005_00014.png
47,44,6,5,42,39,13,Train/13/00013_00005_00016.png
46,44,5,5,41,39,13,Train/13/00013_00005_00017.png
69,60,7,5,63,55,13,Train/13/00013_00005_00023.png
111,116,9,11,102,106,13,Train/13/00013_00005_00028.png
131,136,11,11,120,125,13,Train/13/00013_00005_00029.png
28,26,5,6,23,21,13,Train/13/00013_00006_00000.png
28,26,6,6,23,21,13,Train/13/00013_00006_00001.png
28,26,6,5,23,21,13,Train/13/00013_00006_00002.png
30,30,5,6,25,25,13,Train/13/00013_00006_00004.png
33,31,6,5,28,26,13,Train/13/00013_00006_00006.png
32,31,5,5,27,26,13,Train/13/00013_00006_00007.png
38,35,6,6,33,30,13,Train/13/00013_00006_00012.png
41,38,6,6,36,33,13,Train/13/00013_00006_00014.png
46,41,5,5,41,36,13,Train/13/00013_00006_00017.png
56,49,5,6,50,44,13,Train/13/00013_00006_00021.png
39,38,5,5,34,32,13,Train/13/00013_00007_00005.png
41,39,6,5,36,34,13,Train/13/00013_00007_00008.png
64,57,6,5,59,52,13,Train/13/00013_00007_00024.png
64,60,6,6,59,55,13,Train/13/00013_00007_00026.png
72,67,6,6,66,61,13,Train/13/00013_00007_00029.png
42,46,6,6,37,41,13,Train/13/00013_00008_00002.png
40,47,5,6,35,41,13,Train/13/00013_00008_00003.png
44,49,6,6,39,44,13,Train/13/00013_00008_00006.png
49,60,5,5,44,55,13,Train/13/00013_00008_00014.png
53,62,6,5,48,56,13,Train/13/00013_00008_00016.png
30,30,6,6,25,24,13,Train/13/00013_00009_00003.png
31,31,5,5,25,26,13,Train/13/00013_00010_00002.png
34,34,5,6,29,29,13,Train/13/00013_00010_00003.png
37,36,5,5,31,31,13,Train/13/00013_00010_00006.png
47,42,6,5,42,37,13,Train/13/00013_00010_00011.png
50,45,6,5,45,40,13,Train/13/00013_00010_00012.png
56,50,6,5,51,45,13,Train/13/00013_00010_00015.png
65,61,6,6,60,56,13,Train/13/00013_00010_00020.png
79,74,7,6,72,68,13,Train/13/00013_00010_00026.png
38,40,6,5,33,35,13,Train/13/00013_00011_00000.png
40,43,6,6,35,38,13,Train/13/00013_00011_00004.png
40,45,5,6,35,40,13,Train/13/00013_00011_00006.png
41,45,5,5,36,40,13,Train/13/00013_00011_00008.png
42,49,5,5,37,44,13,Train/13/00013_00011_00013.png
55,64,5,6,50,59,13,Train/13/00013_00011_00020.png
59,72,5,6,54,66,13,Train/13/00013_00011_00023.png
63,84,5,7,58,77,13,Train/13/00013_00011_00026.png
65,89,6,8,60,82,13,Train/13/00013_00011_00027.png
34,32,5,6,29,27,13,Train/13/00013_00012_00000.png
38,34,6,5,33,29,13,Train/13/00013_00012_00002.png
38,34,6,5,33,29,13,Train/13/00013_00012_00003.png
44,40,6,6,39,35,13,Train/13/00013_00012_00008.png
45,42,5,6,40,37,13,Train/13/00013_00012_00009.png
49,44,6,5,44,39,13,Train/13/00013_00012_00011.png
51,46,6,5,46,41,13,Train/13/00013_00012_00012.png
55,51,5,6,50,46,13,Train/13/00013_00012_00014.png
73,68,7,7,67,62,13,Train/13/00013_00012_00022.png
87,79,7,7,80,72,13,Train/13/00013_00012_00025.png
42,38,6,6,37,33,13,Train/13/00013_00013_00005.png
42,39,6,6,37,34,13,Train/13/00013_00013_00006.png
48,43,6,5,43,38,13,Train/13/00013_00013_00009.png
46,45,5,6,41,40,13,Train/13/00013_00013_00012.png
55,51,5,5,50,46,13,Train/13/00013_00013_00017.png
65,57,6,6,60,52,13,Train/13/00013_00013_00019.png
72,62,6,5,65,57,13,Train/13/00013_00013_00022.png
80,67,7,6,73,61,13,Train/13/00013_00013_00024.png
48,43,6,5,42,38,13,Train/13/00013_00014_00004.png
51,46,6,5,46,41,13,Train/13/00013_00014_00007.png
51,48,5,6,46,43,13,Train/13/00013_00014_00008.png
55,51,5,6,49,46,13,Train/13/00013_00014_00010.png
60,55,6,6,54,49,13,Train/13/00013_00014_00012.png
98,87,8,7,90,79,13,Train/13/00013_00014_00022.png
124,114,11,10,114,104,13,Train/13/00013_00014_00025.png
60,56,6,5,55,51,13,Train/13/00013_00015_00001.png
71,63,7,5,64,58,13,Train/13/00013_00015_00006.png
71,68,6,6,65,62,13,Train/13/00013_00015_00008.png
76,74,6,6,69,67,13,Train/13/00013_00015_00011.png
85,81,8,7,78,74,13,Train/13/00013_00015_00014.png
93,88,9,8,85,80,13,Train/13/00013_00015_00017.png
106,98,10,9,97,89,13,Train/13/00013_00015_00020.png
135,123,11,10,124,113,13,Train/13/00013_00015_00028.png
41,38,5,5,36,33,13,Train/13/00013_00016_00007.png
45,40,6,5,40,35,13,Train/13/00013_00016_00009.png
58,54,5,6,53,49,13,Train/13/00013_00016_00017.png
70,62,7,5,64,57,13,Train/13/00013_00016_00020.png
71,64,6,5,65,59,13,Train/13/00013_00016_00021.png
82,76,7,6,75,70,13,Train/13/00013_00016_00023.png
45,44,5,6,40,39,13,Train/13/00013_00017_00004.png
52,46,6,5,47,41,13,Train/13/00013_00017_00009.png
54,50,5,6,49,45,13,Train/13/00013_00017_00011.png
58,53,5,5,53,48,13,Train/13/00013_00017_00013.png
73,64,7,5,67,59,13,Train/13/00013_00017_00020.png
74,69,6,7,68,63,13,Train/13/00013_00017_00021.png
84,80,8,8,77,73,13,Train/13/00013_00017_00024.png
33,32,6,5,28,27,13,Train/13/00013_00018_00001.png
34,33,6,5,29,28,13,Train/13/00013_00018_00003.png
34,35,5,6,29,30,13,Train/13/00013_00018_00004.png
39,39,6,6,34,34,13,Train/13/00013_00018_00010.png
40,41,5,6,35,36,13,Train/13/00013_00018_00011.png
47,47,5,5,42,42,13,Train/13/00013_00018_00015.png
59,56,6,6,54,51,13,Train/13/00013_00018_00020.png
61,58,5,5,56,53,13,Train/13/00013_00018_00021.png
84,81,7,8,77,74,13,Train/13/00013_00018_00026.png
98,95,8,8,90,87,13,Train/13/00013_00018_00028.png
50,44,6,5,44,38,13,Train/13/00013_00019_00001.png
52,47,5,5,46,41,13,Train/13/00013_00019_00003.png
55,50,5,6,50,45,13,Train/13/00013_00019_00009.png
57,53,5,6,52,48,13,Train/13/00013_00019_00011.png
96,83,8,7,88,76,13,Train/13/00013_00019_00028.png
36,33,5,5,30,27,13,Train/13/00013_00020_00001.png
49,46,5,5,44,41,13,Train/13/00013_00020_00011.png
52,46,6,5,47,41,13,Train/13/00013_00020_00013.png
64,60,5,5,59,55,13,Train/13/00013_00020_00019.png
88,81,8,8,81,74,13,Train/13/00013_00020_00023.png
34,30,6,5,29,25,13,Train/13/00013_00021_00007.png
37,34,5,5,32,29,13,Train/13/00013_00021_00012.png
39,36,6,6,34,30,13,Train/13/00013_00021_00013.png
61,56,6,6,56,51,13,Train/13/00013_00021_00022.png
107,98,9,8,98,89,13,Train/13/00013_00021_00028.png
46,44,5,5,41,39,13,Train/13/00013_00022_00003.png
50,50,6,5,45,45,13,Train/13/00013_00022_00009.png
53,53,6,5,48,48,13,Train/13/00013_00022_00013.png
69,76,6,7,63,70,13,Train/13/00013_00022_00019.png
74,83,7,7,68,76,13,Train/13/00013_00022_00024.png
75,86,7,8,69,79,13,Train/13/00013_00022_00025.png
28,32,6,5,22,26,13,Train/13/00013_00023_00001.png
31,35,6,5,25,30,13,Train/13/00013_00023_00006.png
31,36,6,5,26,31,13,Train/13/00013_00023_00007.png
38,49,5,5,33,44,13,Train/13/00013_00023_00015.png
50,69,6,6,45,63,13,Train/13/00013_00023_00021.png
51,72,6,6,46,65,13,Train/13/00013_00023_00022.png
70,123,6,11,63,113,13,Train/13/00013_00023_00028.png
72,135,6,12,66,124,13,Train/13/00013_00023_00029.png
37,35,6,5,31,30,13,Train/13/00013_00024_00002.png
39,38,5,6,34,33,13,Train/13/00013_00024_00006.png
42,40,5,5,37,34,13,Train/13/00013_00024_00008.png
46,43,6,5,41,37,13,Train/13/00013_00024_00010.png
81,71,8,6,74,64,13,Train/13/00013_00024_00022.png
124,111,11,9,114,102,13,Train/13/00013_00024_00027.png
34,32,5,5,28,27,13,Train/13/00013_00025_00002.png
35,34,5,6,29,29,13,Train/13/00013_00025_00003.png
36,35,5,6,31,30,13,Train/13/00013_00025_00005.png
40,38,5,6,35,33,13,Train/13/00013_00025_00010.png
45,40,5,5,39,35,13,Train/13/00013_00025_00013.png
49,45,5,5,43,39,13,Train/13/00013_00025_00015.png
53,50,5,6,48,45,13,Train/13/00013_00025_00017.png
